id,name,normalized_name,created_at,updated_at
3528,RETIREMENT COMMUNITY,retirement community,2016-09-29 20:30:15.620999,2016-09-29 20:30:15.620999
3529,Luigi's Back Room,luigi back room,2016-09-29 20:30:15.988536,2016-09-29 20:30:15.988536
3530,SPRINGFIELD HIGH (1970S) - ALTERNATE REALITY,springfield high - alternate reality,2016-09-29 20:30:16.073045,2016-09-29 20:30:16.073045
3531,Luigi's Kitchen,luigi kitchen,2016-09-29 20:30:16.180159,2016-09-29 20:30:16.180159
3532,SPRINGFIELD HIGH (1970S) - GYM,springfield high - gym,2016-09-29 20:30:16.33716,2016-09-29 20:30:16.33716
3533,LARGE BEAUTIFUL HOUSE,large beautiful house,2016-09-29 20:30:16.575021,2016-09-29 20:30:16.575021
3534,Springfield Wall of Fame,springfield wall of fame,2016-09-29 20:30:16.746776,2016-09-29 20:30:16.746776
3535,Outskirts Of Capital City,outskirts of capital city,2016-09-29 20:30:17.90918,2016-09-29 20:30:17.90918
3536,RUNDOWN DOWNTOWN GAS STATION,rundown downtown gas station,2016-09-29 20:30:17.970473,2016-09-29 20:30:17.970473
3537,GAS STATION RESTROOM DOOR,gas station restroom door,2016-09-29 20:30:17.977625,2016-09-29 20:30:17.977625
3538,Seedy Gas Station Bathroom,seedy gas station bathroom,2016-09-29 20:30:17.993253,2016-09-29 20:30:17.993253
3539,Seedy Gas Station,seedy gas station,2016-09-29 20:30:18.029102,2016-09-29 20:30:18.029102
3540,GARBAGE BARGE,garbage barge,2016-09-29 20:30:18.514361,2016-09-29 20:30:18.514361
3541,COUNTRYFINE MORTGAGE BROKERS,countryfine mortgage brokers,2016-09-29 20:30:19.19224,2016-09-29 20:30:19.19224
3542,Countryfine Bank,countryfine bank,2016-09-29 20:30:19.20032,2016-09-29 20:30:19.20032
3543,NED'S HOUSE,ned house,2016-09-29 20:30:19.751612,2016-09-29 20:30:19.751612
3544,USA,usa,2016-09-29 20:30:20.823462,2016-09-29 20:30:20.823462
3545,Poison Store,poison store,2016-09-29 20:30:21.05495,2016-09-29 20:30:21.05495
3546,River Bank,river bank,2016-09-29 20:30:21.215001,2016-09-29 20:30:21.215001
3547,CONVENT,convent,2016-09-29 20:30:21.303651,2016-09-29 20:30:21.303651
3548,CONVENT STEPS,convent steps,2016-09-29 20:30:21.399858,2016-09-29 20:30:21.399858
3549,Clock Tower,clock tower,2016-09-29 20:30:21.813681,2016-09-29 20:30:21.813681
3550,SAILING SHIP,sailing ship,2016-09-29 20:30:21.887102,2016-09-29 20:30:21.887102
3551,FIELD NEAR BEACH,field near beach,2016-09-29 20:30:21.901495,2016-09-29 20:30:21.901495
3552,BELL TOWER,bell tower,2016-09-29 20:30:21.923948,2016-09-29 20:30:21.923948
3553,Hillside Near Springfield Sign,hillside near springfield sign,2016-09-29 20:30:21.997008,2016-09-29 20:30:21.997008
3554,Ireland,ireland,2016-09-29 20:30:23.183039,2016-09-29 20:30:23.183039
3555,Irish Countryside,irish countryside,2016-09-29 20:30:23.212293,2016-09-29 20:30:23.212293
3556,Dunkilderry,dunkilderry,2016-09-29 20:30:23.256698,2016-09-29 20:30:23.256698
3557,TOM O'FLANAGAN'S,tom oflanagan,2016-09-29 20:30:23.264669,2016-09-29 20:30:23.264669
3558,TOM O'FLANAGAN'S PUB,tom oflanagan pub,2016-09-29 20:30:23.391605,2016-09-29 20:30:23.391605
3559,Giant's Causeway,giant causeway,2016-09-29 20:30:23.60784,2016-09-29 20:30:23.60784
3560,Guinness Brewery,guinness brewery,2016-09-29 20:30:23.627998,2016-09-29 20:30:23.627998
3561,BLARNEY CASTLE,blarney castle,2016-09-29 20:30:23.822835,2016-09-29 20:30:23.822835
3562,Dublin,dublin,2016-09-29 20:30:24.130323,2016-09-29 20:30:24.130323
3563,Simpson & Son Pub,simpson son pub,2016-09-29 20:30:24.344186,2016-09-29 20:30:24.344186
3564,Irish Police Station,irish police station,2016-09-29 20:30:24.459035,2016-09-29 20:30:24.459035
3565,Coast Guard Headquarters,coast guard headquarters,2016-09-29 20:30:25.089486,2016-09-29 20:30:25.089486
3566,Bridal store,bridal store,2016-09-29 20:30:25.400732,2016-09-29 20:30:25.400732
3567,Bakery,bakery,2016-09-29 20:30:25.464289,2016-09-29 20:30:25.464289
3568,Swell-Air Hotel,swell-air hotel,2016-09-29 20:30:25.548274,2016-09-29 20:30:25.548274
3569,GROOM'S ROOM,groom room,2016-09-29 20:30:25.632877,2016-09-29 20:30:25.632877
3570,DARK MYSTERIOUS ROOM,dark mysterious room,2016-09-29 20:30:25.758897,2016-09-29 20:30:25.758897
3571,SWELL-AIR HOTEL- BRIDE'S ROOM,swell-air hotel- bride room,2016-09-29 20:30:25.813343,2016-09-29 20:30:25.813343
3572,Small Creepy House,small creepy house,2016-09-29 20:30:25.974664,2016-09-29 20:30:25.974664
3573,SPINSTER ARMS,spinster arms,2016-09-29 20:30:26.251199,2016-09-29 20:30:26.251199
3574,CHILDREN'S PARK,children park,2016-09-29 20:30:27.13411,2016-09-29 20:30:27.13411
3575,LOVERS' LANE,lovers lane,2016-09-29 20:30:27.335147,2016-09-29 20:30:27.335147
3576,Moe's Car,moe car,2016-09-29 20:30:27.343846,2016-09-29 20:30:27.343846
3577,Ogdenville,ogdenville,2016-09-29 20:30:27.628469,2016-09-29 20:30:27.628469
3578,WOODED STREET,wooded street,2016-09-29 20:30:27.636157,2016-09-29 20:30:27.636157
3579,MAYA'S HOUSE,maya house,2016-09-29 20:30:27.681129,2016-09-29 20:30:27.681129
3580,ALCATRAZ AVENUE,alcatraz avenue,2016-09-29 20:30:28.596274,2016-09-29 20:30:28.596274
3581,DOORSTEP,doorstep,2016-09-29 20:30:30.078356,2016-09-29 20:30:30.078356
3582,Dr. Hibbert's Office Building,dr hibbert office building,2016-09-29 20:30:30.671446,2016-09-29 20:30:30.671446
3583,Crafty Art's Arts & Crafts,crafty art arts crafts,2016-09-29 20:30:31.57271,2016-09-29 20:30:31.57271
3584,Model Store,model store,2016-09-29 20:30:31.598544,2016-09-29 20:30:31.598544
3585,Westminster Abbey,westminster abbey,2016-09-29 20:30:32.312387,2016-09-29 20:30:32.312387
3586,Red Blazer Real Estate Office,red blazer real estate office,2016-09-29 20:30:32.805887,2016-09-29 20:30:32.805887
3587,Waverly Hills Apartments,waverly hills apartments,2016-09-29 20:30:32.834726,2016-09-29 20:30:32.834726
3588,Two-story Apartment Building,two-story apartment building,2016-09-29 20:30:32.864221,2016-09-29 20:30:32.864221
3589,Waverly Hills,waverly hills,2016-09-29 20:30:32.919775,2016-09-29 20:30:32.919775
3590,Waverly Hills City Hall,waverly hills city hall,2016-09-29 20:30:32.94202,2016-09-29 20:30:32.94202
3591,Homer's Waverly Hills Apt. Bldg.,homer waverly hills apt bldg,2016-09-29 20:30:33.038866,2016-09-29 20:30:33.038866
3592,Waverly Hills Elementary School,waverly hills elementary school,2016-09-29 20:30:33.118705,2016-09-29 20:30:33.118705
3593,PHONE COMPANY CONTROL ROOM,phone company control room,2016-09-29 20:30:33.625744,2016-09-29 20:30:33.625744
3594,Homer's Apartment Building,homer apartment building,2016-09-29 20:30:33.713141,2016-09-29 20:30:33.713141
3595,Party Apartment,party apartment,2016-09-29 20:30:33.75908,2016-09-29 20:30:33.75908
3596,TAPAS BAR,tapas bar,2016-09-29 20:30:33.990634,2016-09-29 20:30:33.990634
3597,Rodeo Drive-type Street,rodeo drive-type street,2016-09-29 20:30:34.352092,2016-09-29 20:30:34.352092
3598,Bart's Tree House,bart tree house,2016-09-29 20:30:34.508493,2016-09-29 20:30:34.508493
3599,Finger-Looking Good Nail Salon,finger-looking good nail salon,2016-09-29 20:30:34.708102,2016-09-29 20:30:34.708102
3600,DODGER STADIUM,dodger stadium,2016-09-29 20:30:34.774403,2016-09-29 20:30:34.774403
3601,RICHMOND PALACE,richmond palace,2016-09-29 20:30:34.789968,2016-09-29 20:30:34.789968
3602,SPANISH CASTLE,spanish castle,2016-09-29 20:30:34.948252,2016-09-29 20:30:34.948252
3603,ELIZABETH'S CASTLE,elizabeth castle,2016-09-29 20:30:35.017211,2016-09-29 20:30:35.017211
3604,ENGLISH BEACH,english beach,2016-09-29 20:30:35.083365,2016-09-29 20:30:35.083365
3605,ENGLISH SHIP,english ship,2016-09-29 20:30:35.121986,2016-09-29 20:30:35.121986
3606,DECK OF SPANISH SHIP,deck of spanish ship,2016-09-29 20:30:35.152166,2016-09-29 20:30:35.152166
3607,ELIZABETH'S PALACE,elizabeth palace,2016-09-29 20:30:35.167873,2016-09-29 20:30:35.167873
3608,MINE,mine,2016-09-29 20:30:35.332717,2016-09-29 20:30:35.332717
3609,DWARVES' COTTAGE,dwarves cottage,2016-09-29 20:30:35.526501,2016-09-29 20:30:35.526501
3610,SCOTTISH CASTLE,scottish castle,2016-09-29 20:30:35.794192,2016-09-29 20:30:35.794192
3611,Sideshow Mel's Dressing Room,sideshow mel dressing room,2016-09-29 20:30:35.884996,2016-09-29 20:30:35.884996
3612,SPRINGFIELD THEATER,springfield theater,2016-09-29 20:30:35.933564,2016-09-29 20:30:35.933564
3613,COMMUNITY THEATER,community theater,2016-09-29 20:30:35.95062,2016-09-29 20:30:35.95062
3614,911 OPERATOR OFFICE,911 operator office,2016-09-29 20:30:36.107754,2016-09-29 20:30:36.107754
3615,Mediocri-Tots Daycare Center,mediocri-tots daycare center,2016-09-29 20:30:36.409899,2016-09-29 20:30:36.409899
3616,Ginormous Pictures Studios,ginormous pictures studios,2016-09-29 20:30:37.52635,2016-09-29 20:30:37.52635
3617,Ginormous Pictures,ginormous pictures,2016-09-29 20:30:37.536426,2016-09-29 20:30:37.536426
3618,STAHL CASE STUDY HOUSE,stahl case study house,2016-09-29 20:30:37.693669,2016-09-29 20:30:37.693669
3619,PRIVATE GYM,private gym,2016-09-29 20:30:37.826271,2016-09-29 20:30:37.826271
3620,SPRINGFIELD SOUNDSTAGE,springfield soundstage,2016-09-29 20:30:37.880924,2016-09-29 20:30:37.880924
3621,Mrs. Krabappel's Car,mrs krabappel car,2016-09-29 20:30:38.808911,2016-09-29 20:30:38.808911
3622,FANCY PREP SCHOOL,fancy prep school,2016-09-29 20:30:39.551867,2016-09-29 20:30:39.551867
3623,KRABAPPEL'S APT.,krabappel apt,2016-09-29 20:30:39.567323,2016-09-29 20:30:39.567323
3624,MRS. KRABAPPEL'S APT.,mrs krabappel apt,2016-09-29 20:30:40.093478,2016-09-29 20:30:40.093478
3625,Edna's Edibles,edna edibles,2016-09-29 20:30:40.152776,2016-09-29 20:30:40.152776
3626,FIGHT ARENA,fight arena,2016-09-29 20:30:41.295055,2016-09-29 20:30:41.295055
3627,PROMOTER'S SKYBOX,promoter skybox,2016-09-29 20:30:41.517922,2016-09-29 20:30:41.517922
3628,MARTIAL ARTS ACADEMY,martial arts academy,2016-09-29 20:30:41.936449,2016-09-29 20:30:41.936449
3629,Stately Gothic Building,stately gothic building,2016-09-29 20:30:42.015427,2016-09-29 20:30:42.015427
3630,YALE CLUB,yale club,2016-09-29 20:30:42.02424,2016-09-29 20:30:42.02424
3631,SPRINGFIELD ELEMENTARY FIELD,springfield elementary field,2016-09-29 20:30:42.173818,2016-09-29 20:30:42.173818
3632,JEEP,jeep,2016-09-29 20:30:43.798374,2016-09-29 20:30:43.798374
3633,DESERT AREA,desert area,2016-09-29 20:30:43.902822,2016-09-29 20:30:43.902822
3634,SAFE ZONE,safe zone,2016-09-29 20:30:44.065705,2016-09-29 20:30:44.065705
3635,Photo Studio,photo studio,2016-09-29 20:30:45.101945,2016-09-29 20:30:45.101945
3636,Carl's Office,carl office,2016-09-29 20:30:45.335967,2016-09-29 20:30:45.335967
3637,"""SMOOCHES ON THE BEACH"" HOTEL",smooches on the beach hotel,2016-09-29 20:30:45.733462,2016-09-29 20:30:45.733462
3638,FRENCH PRESIDENTIAL PALACE,french presidential palace,2016-09-29 20:30:46.437224,2016-09-29 20:30:46.437224
3639,FRONT LAWN,front lawn,2016-09-29 20:30:46.59127,2016-09-29 20:30:46.59127
3640,FROZEN LAKE,frozen lake,2016-09-29 20:30:46.945577,2016-09-29 20:30:46.945577
3641,SNOW-COVERED SHACK,snow-covered shack,2016-09-29 20:30:46.967163,2016-09-29 20:30:46.967163
3642,NEAR STILL,near still,2016-09-29 20:30:47.075011,2016-09-29 20:30:47.075011
3643,SPUCKLER PORCH,spuckler porch,2016-09-29 20:30:47.168196,2016-09-29 20:30:47.168196
3644,Field Near Cletus's Shack,field near cletus shack,2016-09-29 20:30:47.188961,2016-09-29 20:30:47.188961
3645,SPRINGFIELD WOODS,springfield woods,2016-09-29 20:30:47.257418,2016-09-29 20:30:47.257418
3646,HOLLOWED-OUT TREE,hollowed-out tree,2016-09-29 20:30:47.26481,2016-09-29 20:30:47.26481
3647,SPRINGFIELD HILL COUNTRY,springfield hill country,2016-09-29 20:30:47.56947,2016-09-29 20:30:47.56947
3648,HILLBILLY REGION,hillbilly region,2016-09-29 20:30:47.583796,2016-09-29 20:30:47.583796
3649,SNOWY WOODS,snowy woods,2016-09-29 20:30:47.671275,2016-09-29 20:30:47.671275
3650,SPRINGFIELD COURTROOM,springfield courtroom,2016-09-29 20:30:48.036011,2016-09-29 20:30:48.036011
3651,GUMDROP COMPANY,gumdrop company,2016-09-29 20:30:48.657351,2016-09-29 20:30:48.657351
3652,BART'S POWERLESS ROOM,bart powerless room,2016-09-29 20:30:49.066814,2016-09-29 20:30:49.066814
3653,SNOW PILE,snow pile,2016-09-29 20:30:50.581161,2016-09-29 20:30:50.581161
3654,SNOW CHAMBER,snow chamber,2016-09-29 20:30:50.589967,2016-09-29 20:30:50.589967
3655,Giant Snow Bank,giant snow bank,2016-09-29 20:30:50.720003,2016-09-29 20:30:50.720003
3656,Seaworld-type Park,seaworld-type park,2016-09-29 20:30:51.235679,2016-09-29 20:30:51.235679
3657,Clam Stroller,clam stroller,2016-09-29 20:30:51.25914,2016-09-29 20:30:51.25914
3658,SLIMU STADIUM,slimu stadium,2016-09-29 20:30:51.363524,2016-09-29 20:30:51.363524
3659,INSIDE AQUATIC STADIUM,inside aquatic stadium,2016-09-29 20:30:51.371888,2016-09-29 20:30:51.371888
3660,Springfield Union Station,springfield union station,2016-09-29 20:30:51.786104,2016-09-29 20:30:51.786104
3661,MARSHALL GOLDMAN'S OFFICE,marshall goldman office,2016-09-29 20:30:52.540144,2016-09-29 20:30:52.540144
3662,TINSELTOWN STARLINER,tinseltown starliner,2016-09-29 20:30:52.634405,2016-09-29 20:30:52.634405
3663,Grampa's Compartment,grampa compartment,2016-09-29 20:30:52.802251,2016-09-29 20:30:52.802251
3664,Train Car,train car,2016-09-29 20:30:52.895353,2016-09-29 20:30:52.895353
3665,Krustylu Studio Store,krustylu studio store,2016-09-29 20:30:53.870566,2016-09-29 20:30:53.870566
3666,Capital City Nuclear Plant,capital city nuclear plant,2016-09-29 20:30:53.982954,2016-09-29 20:30:53.982954
3667,PENELOPE'S DRESSING ROOM,penelope dressing room,2016-09-29 20:30:54.037149,2016-09-29 20:30:54.037149
3668,Capital City Four Seasons,capital city four seasons,2016-09-29 20:30:54.274479,2016-09-29 20:30:54.274479
3669,Country Club Banquet Hall,country club banquet hall,2016-09-29 20:30:54.615912,2016-09-29 20:30:54.615912
3670,TORAH ROOM,torah room,2016-09-29 20:30:54.653005,2016-09-29 20:30:54.653005
3671,SIDEWALK CAFÉ,sidewalk cafÉ,2016-09-29 20:30:54.797853,2016-09-29 20:30:54.797853
3672,ELSEWHERE IN PARIS,elsewhere in paris,2016-09-29 20:30:54.817968,2016-09-29 20:30:54.817968
3673,SURFACE OF WATER,surface of water,2016-09-29 20:30:54.856565,2016-09-29 20:30:54.856565
3674,Circuit Circus,circuit circus,2016-09-29 20:30:55.206291,2016-09-29 20:30:55.206291
3675,Electronics Store,electronics store,2016-09-29 20:30:55.214062,2016-09-29 20:30:55.214062
3676,LOWER DOWN MOUNTAIN,lower down mountain,2016-09-29 20:30:55.776077,2016-09-29 20:30:55.776077
3677,STAPLES CENTER-TYPE ARENA,staples center-type arena,2016-09-29 20:30:56.326054,2016-09-29 20:30:56.326054
3678,ZERO-G JET,zero-g jet,2016-09-29 20:30:56.409674,2016-09-29 20:30:56.409674
3679,SPRINGFIELD ICE RINK,springfield ice rink,2016-09-29 20:30:57.480715,2016-09-29 20:30:57.480715
3680,Mrs. Skinner's Womb,mrs skinner womb,2016-09-29 20:30:57.799106,2016-09-29 20:30:57.799106
3681,Denver,denver,2016-09-29 20:30:57.846679,2016-09-29 20:30:57.846679
3682,BROOMFIELD EVENT CENTER,broomfield event center,2016-09-29 20:30:57.893251,2016-09-29 20:30:57.893251
3683,BROOMFIELD ICE ARENA,broomfield ice arena,2016-09-29 20:30:58.020746,2016-09-29 20:30:58.020746
3684,Vancouver,vancouver,2016-09-29 20:30:58.085021,2016-09-29 20:30:58.085021
3685,Vancouver Street,vancouver street,2016-09-29 20:30:58.093159,2016-09-29 20:30:58.093159
3686,Vancouver Olympic Stadium,vancouver olympic stadium,2016-09-29 20:30:58.183538,2016-09-29 20:30:58.183538
3687,Olympic Village,olympic village,2016-09-29 20:30:58.226016,2016-09-29 20:30:58.226016
3688,SKI JUMP,ski jump,2016-09-29 20:30:58.383313,2016-09-29 20:30:58.383313
3689,Vancouver Olympic Centre,vancouver olympic centre,2016-09-29 20:30:58.536504,2016-09-29 20:30:58.536504
3690,Vancouver Olympic Village,vancouver olympic village,2016-09-29 20:30:58.704626,2016-09-29 20:30:58.704626
3691,Marge and Homer's Apartment,marge and homer apartment,2016-09-29 20:30:58.713582,2016-09-29 20:30:58.713582
3692,SPORTS CHALET SET,sports chalet set,2016-09-29 20:30:58.876843,2016-09-29 20:30:58.876843
3693,SPOT-LIT THEATRICAL STAGE,spot-lit theatrical stage,2016-09-29 20:30:59.035692,2016-09-29 20:30:59.035692
3694,MODEST 1860S' HOUSE,modest 1860s house,2016-09-29 20:30:59.624846,2016-09-29 20:30:59.624846
3695,Burns's Plantation House,burns plantation house,2016-09-29 20:30:59.874912,2016-09-29 20:30:59.874912
3696,Garden Outside Burns's Ballroom,garden outside burns ballroom,2016-09-29 20:30:59.914243,2016-09-29 20:30:59.914243
3697,Burns's Plantation,burns plantation,2016-09-29 20:30:59.937782,2016-09-29 20:30:59.937782
3698,WILDERNESS,wilderness,2016-09-29 20:31:00.035727,2016-09-29 20:31:00.035727
3699,Traveling Circus,traveling circus,2016-09-29 20:31:00.246103,2016-09-29 20:31:00.246103
3700,OLD SIMPSON HOUSE,old simpson house,2016-09-29 20:31:00.349731,2016-09-29 20:31:00.349731
3701,FILM VAULT,film vault,2016-09-29 20:31:00.813341,2016-09-29 20:31:00.813341
3702,Niagara Falls,niagara falls,2016-09-29 20:31:01.027636,2016-09-29 20:31:01.027636
3703,MODEST SNOW-COVERED HOUSE,modest snow-covered house,2016-09-29 20:31:01.093166,2016-09-29 20:31:01.093166
3704,SUBWAY STAIRWELL,subway stairwell,2016-09-29 20:31:02.584006,2016-09-29 20:31:02.584006
3705,SUBTERRANEAN TUNNEL,subterranean tunnel,2016-09-29 20:31:02.598993,2016-09-29 20:31:02.598993
3706,Abandoned Subway Station,abandoned subway station,2016-09-29 20:31:02.613039,2016-09-29 20:31:02.613039
3707,SUBWAY TUNNEL,subway tunnel,2016-09-29 20:31:02.652482,2016-09-29 20:31:02.652482
3708,PARK PLAYGROUND,park playground,2016-09-29 20:31:02.762835,2016-09-29 20:31:02.762835
3709,Subway,subway,2016-09-29 20:31:02.927931,2016-09-29 20:31:02.927931
3710,SUBWAY TERMINAL,subway terminal,2016-09-29 20:31:02.972307,2016-09-29 20:31:02.972307
3711,SUBWAY TRACK,subway track,2016-09-29 20:31:02.999184,2016-09-29 20:31:02.999184
3712,SUBWAY CONTROL BOOTH,subway control booth,2016-09-29 20:31:03.014345,2016-09-29 20:31:03.014345
3713,FUTURISTIC WORLD,futuristic world,2016-09-29 20:31:03.180709,2016-09-29 20:31:03.180709
3714,MISS HOOVER'S ROOM,miss hoover room,2016-09-29 20:31:03.675902,2016-09-29 20:31:03.675902
3715,Miss Stringham's Classroom,miss stringham classroom,2016-09-29 20:31:03.735177,2016-09-29 20:31:03.735177
3716,SPRINGFIELD IMAX THEATER,springfield imax theater,2016-09-29 20:31:04.242355,2016-09-29 20:31:04.242355
3717,Ben Gurion Airport,ben gurion airport,2016-09-29 20:31:05.524399,2016-09-29 20:31:05.524399
3718,Mt. Zion,mt zion,2016-09-29 20:31:05.804311,2016-09-29 20:31:05.804311
3719,Near the Western Wall,near the western wall,2016-09-29 20:31:06.010312,2016-09-29 20:31:06.010312
3720,Western Wall,western wall,2016-09-29 20:31:06.09662,2016-09-29 20:31:06.09662
3721,Church of the Holy Sepulchre,church of the holy sepulchre,2016-09-29 20:31:06.206615,2016-09-29 20:31:06.206615
3722,STREETS OF OLD JERUSALEM,streets of old jerusalem,2016-09-29 20:31:06.414565,2016-09-29 20:31:06.414565
3723,DOME OF THE ROCK,dome of the rock,2016-09-29 20:31:06.707087,2016-09-29 20:31:06.707087
3724,Israeli Air Airplane,israeli air airplane,2016-09-29 20:31:06.889032,2016-09-29 20:31:06.889032
3725,Burns's Wine Cellar,burns wine cellar,2016-09-29 20:31:07.355956,2016-09-29 20:31:07.355956
3726,GRASSY FIELD,grassy field,2016-09-29 20:31:09.009003,2016-09-29 20:31:09.009003
3727,FRONT OF PARTY HOUSE,front of party house,2016-09-29 20:31:09.400221,2016-09-29 20:31:09.400221
3728,SPRINGFIELD PLAY PARK,springfield play park,2016-09-29 20:31:09.694782,2016-09-29 20:31:09.694782
3729,Louie's Car,louie car,2016-09-29 20:31:10.919092,2016-09-29 20:31:10.919092
3730,ALTERNATIVE ENERGY FAIR,alternative energy fair,2016-09-29 20:31:11.370914,2016-09-29 20:31:11.370914
3731,OPEN WATER,open water,2016-09-29 20:31:12.549927,2016-09-29 20:31:12.549927
3732,MONITOR ROOM,monitor room,2016-09-29 20:31:13.738661,2016-09-29 20:31:13.738661
3733,SURVEILLANCE CENTER,surveillance center,2016-09-29 20:31:14.004547,2016-09-29 20:31:14.004547
3734,1980s Volkswagen Mini-van,1980s volkswagen mini-van,2016-09-29 20:31:15.038542,2016-09-29 20:31:15.038542
3735,Ocean Ferry Docks,ocean ferry docks,2016-09-29 20:31:15.28697,2016-09-29 20:31:15.28697
3736,LOBSTER TRAP,lobster trap,2016-09-29 20:31:15.301968,2016-09-29 20:31:15.301968
3737,FERRY DECK,ferry deck,2016-09-29 20:31:15.395091,2016-09-29 20:31:15.395091
3738,Weasel Island,weasel island,2016-09-29 20:31:15.518475,2016-09-29 20:31:15.518475
3739,Civil War Prison,civil war prison,2016-09-29 20:31:15.526092,2016-09-29 20:31:15.526092
3740,CRIB,crib,2016-09-29 20:31:15.585834,2016-09-29 20:31:15.585834
3741,Street In Front Of Apu And Manjula's Apartment,street in front of apu and manjula apartment,2016-09-29 20:31:15.973065,2016-09-29 20:31:15.973065
3742,STREET NEAR SPRINGFIELD FERRY DOCK,street near springfield ferry dock,2016-09-29 20:31:16.369787,2016-09-29 20:31:16.369787
3743,Iceland,iceland,2016-09-29 20:31:17.275009,2016-09-29 20:31:17.275009
