Source	Target	Weight	Type
132	169	1	Undirected
74	139	4	Undirected
162	277	1	Undirected
106	179	1	Undirected
98	240	1	Undirected
278	283	1	Undirected
327	532	1	Undirected
47	213	1	Undirected
248	254	1	Undirected
424	425	1	Undirected
75	474	1	Undirected
88	310	1	Undirected
163	301	1	Undirected
100	250	1	Undirected
106	350	1	Undirected
90	544	1	Undirected
277	281	1	Undirected
114	362	1	Undirected
330	480	1	Undirected
134	161	1	Undirected
68	471	1	Undirected
46	260	5	Undirected
46	94	3	Undirected
198	201	1	Undirected
160	252	1	Undirected
77	356	1	Undirected
218	442	1	Undirected
436	503	1	Undirected
62	68	1	Undirected
98	184	1	Undirected
34	275	1	Undirected
67	558	1	Undirected
91	472	1	Undirected
93	563	1	Undirected
102	120	4	Undirected
59	139	6	Undirected
11	426	1	Undirected
161	262	1	Undirected
73	491	1	Undirected
358	369	1	Undirected
45	363	1	Undirected
355	369	1	Undirected
125	538	1	Undirected
129	318	3	Undirected
151	334	1	Undirected
19	326	1	Undirected
79	490	1	Undirected
189	217	1	Undirected
107	111	1	Undirected
111	268	1	Undirected
64	157	3	Undirected
65	267	1	Undirected
122	287	1	Undirected
581	594	1	Undirected
45	512	1	Undirected
191	205	1	Undirected
8	46	1	Undirected
52	123	2	Undirected
96	104	1	Undirected
79	367	1	Undirected
68	258	1	Undirected
566	567	1	Undirected
59	407	1	Undirected
91	100	4	Undirected
248	269	1	Undirected
77	254	2	Undirected
188	205	1	Undirected
157	503	1	Undirected
327	415	1	Undirected
12	312	1	Undirected
127	334	1	Undirected
315	318	1	Undirected
128	345	1	Undirected
100	222	1	Undirected
91	102	6	Undirected
69	71	1	Undirected
214	482	1	Undirected
21	67	1	Undirected
252	330	1	Undirected
22	579	1	Undirected
309	311	1	Undirected
316	317	1	Undirected
98	108	5	Undirected
316	321	1	Undirected
88	251	2	Undirected
363	370	1	Undirected
47	542	1	Undirected
3	333	1	Undirected
122	151	5	Undirected
398	408	1	Undirected
79	205	1	Undirected
1	78	2	Undirected
92	300	6	Undirected
52	412	1	Undirected
129	353	1	Undirected
65	586	1	Undirected
278	292	1	Undirected
260	285	1	Undirected
20	284	1	Undirected
52	579	1	Undirected
75	116	1	Undirected
35	57	1	Undirected
18	458	1	Undirected
11	68	3	Undirected
12	251	3	Undirected
112	271	1	Undirected
589	592	1	Undirected
151	549	1	Undirected
133	548	1	Undirected
78	347	1	Undirected
30	123	4	Undirected
574	577	1	Undirected
3	366	1	Undirected
151	497	1	Undirected
250	264	1	Undirected
162	447	1	Undirected
56	462	1	Undirected
177	223	1	Undirected
32	283	2	Undirected
192	214	1	Undirected
102	473	1	Undirected
96	209	2	Undirected
96	502	1	Undirected
65	415	1	Undirected
65	272	1	Undirected
5	124	6	Undirected
96	506	1	Undirected
145	297	1	Undirected
23	50	1	Undirected
275	280	1	Undirected
166	314	1	Undirected
86	133	1	Undirected
131	158	1	Undirected
300	465	2	Undirected
68	400	1	Undirected
33	43	1	Undirected
97	166	1	Undirected
338	369	1	Undirected
7	77	1	Undirected
85	110	1	Undirected
77	382	1	Undirected
330	448	1	Undirected
33	433	1	Undirected
230	464	1	Undirected
318	482	1	Undirected
108	124	8	Undirected
51	75	1	Undirected
66	246	1	Undirected
32	236	1	Undirected
157	246	2	Undirected
245	254	2	Undirected
186	200	1	Undirected
593	594	1	Undirected
114	435	1	Undirected
143	202	1	Undirected
14	142	2	Undirected
90	144	1	Undirected
176	219	1	Undirected
65	161	2	Undirected
83	122	1	Undirected
151	357	1	Undirected
151	446	1	Undirected
46	198	1	Undirected
327	528	1	Undirected
136	289	1	Undirected
29	45	1	Undirected
514	529	1	Undirected
32	117	12	Undirected
161	449	1	Undirected
48	117	3	Undirected
209	260	1	Undirected
79	168	2	Undirected
89	98	2	Undirected
379	581	1	Undirected
57	292	1	Undirected
122	245	3	Undirected
222	330	1	Undirected
108	126	6	Undirected
247	380	1	Undirected
20	133	2	Undirected
348	356	1	Undirected
114	334	1	Undirected
68	465	3	Undirected
424	430	1	Undirected
350	444	1	Undirected
12	141	2	Undirected
270	284	1	Undirected
134	148	1	Undirected
60	93	2	Undirected
23	419	1	Undirected
3	115	1	Undirected
132	150	1	Undirected
114	537	1	Undirected
132	166	1	Undirected
86	458	1	Undirected
449	478	1	Undirected
49	208	1	Undirected
97	505	1	Undirected
23	274	1	Undirected
49	396	1	Undirected
209	301	1	Undirected
93	540	1	Undirected
20	384	1	Undirected
167	555	1	Undirected
91	442	1	Undirected
47	206	1	Undirected
251	460	1	Undirected
300	521	1	Undirected
24	44	1	Undirected
78	242	1	Undirected
18	244	1	Undirected
363	369	1	Undirected
119	261	1	Undirected
66	140	2	Undirected
276	284	1	Undirected
114	115	5	Undirected
234	242	1	Undirected
377	388	1	Undirected
352	370	1	Undirected
52	572	1	Undirected
123	458	1	Undirected
379	380	1	Undirected
117	148	1	Undirected
171	492	1	Undirected
50	78	1	Undirected
100	145	2	Undirected
12	19	16	Undirected
15	264	1	Undirected
65	107	1	Undirected
214	354	1	Undirected
199	209	1	Undirected
77	234	5	Undirected
92	138	1	Undirected
55	482	1	Undirected
459	482	1	Undirected
122	184	1	Undirected
421	431	1	Undirected
19	444	1	Undirected
9	55	1	Undirected
30	255	1	Undirected
300	444	1	Undirected
240	530	1	Undirected
93	353	1	Undirected
28	67	9	Undirected
49	286	2	Undirected
479	582	1	Undirected
68	89	6	Undirected
126	293	1	Undirected
129	300	4	Undirected
238	244	1	Undirected
243	254	1	Undirected
254	379	1	Undirected
102	103	1	Undirected
260	379	1	Undirected
588	589	1	Undirected
282	302	1	Undirected
117	276	1	Undirected
64	184	1	Undirected
346	540	1	Undirected
18	108	6	Undirected
16	68	1	Undirected
96	323	1	Undirected
124	482	2	Undirected
153	453	1	Undirected
55	445	1	Undirected
16	42	1	Undirected
111	126	5	Undirected
51	64	1	Undirected
111	116	1	Undirected
436	512	1	Undirected
18	118	1	Undirected
42	360	1	Undirected
108	459	1	Undirected
12	287	1	Undirected
114	271	1	Undirected
127	557	2	Undirected
59	256	1	Undirected
191	231	1	Undirected
38	66	4	Undirected
125	260	4	Undirected
79	232	1	Undirected
514	569	1	Undirected
159	442	1	Undirected
68	114	4	Undirected
247	265	1	Undirected
7	22	1	Undirected
14	279	1	Undirected
28	173	1	Undirected
73	457	1	Undirected
235	327	1	Undirected
74	90	7	Undirected
140	183	2	Undirected
92	248	1	Undirected
36	167	3	Undirected
96	490	1	Undirected
91	261	1	Undirected
102	558	1	Undirected
14	312	1	Undirected
96	449	1	Undirected
70	115	7	Undirected
181	406	1	Undirected
26	541	1	Undirected
47	481	1	Undirected
157	462	1	Undirected
373	382	1	Undirected
91	264	1	Undirected
70	549	1	Undirected
272	277	1	Undirected
19	247	5	Undirected
140	388	4	Undirected
124	156	1	Undirected
30	453	1	Undirected
42	340	1	Undirected
255	256	1	Undirected
146	153	1	Undirected
113	151	5	Undirected
98	170	1	Undirected
45	217	1	Undirected
30	561	1	Undirected
18	379	2	Undirected
54	62	1	Undirected
79	170	2	Undirected
490	500	1	Undirected
247	381	2	Undirected
49	333	1	Undirected
316	388	1	Undirected
32	345	1	Undirected
310	322	1	Undirected
241	268	1	Undirected
98	174	2	Undirected
209	224	1	Undirected
246	288	1	Undirected
102	230	2	Undirected
12	336	1	Undirected
192	200	1	Undirected
234	238	1	Undirected
127	168	1	Undirected
588	596	1	Undirected
74	157	4	Undirected
52	155	1	Undirected
47	181	5	Undirected
170	263	1	Undirected
119	297	1	Undirected
163	234	1	Undirected
275	292	1	Undirected
73	169	1	Undirected
91	95	2	Undirected
33	89	4	Undirected
23	589	1	Undirected
66	108	2	Undirected
32	106	6	Undirected
251	475	1	Undirected
92	289	2	Undirected
89	313	1	Undirected
32	256	1	Undirected
65	204	5	Undirected
490	492	1	Undirected
75	472	1	Undirected
240	295	1	Undirected
81	433	1	Undirected
70	137	1	Undirected
182	490	1	Undirected
446	461	1	Undirected
139	242	1	Undirected
100	330	1	Undirected
64	599	1	Undirected
121	514	1	Undirected
45	209	2	Undirected
98	254	1	Undirected
70	259	1	Undirected
119	531	1	Undirected
68	122	10	Undirected
57	79	7	Undirected
144	164	1	Undirected
135	291	1	Undirected
145	272	1	Undirected
65	467	1	Undirected
262	370	1	Undirected
277	293	1	Undirected
70	272	1	Undirected
466	481	1	Undirected
278	289	1	Undirected
127	391	1	Undirected
14	477	1	Undirected
70	478	1	Undirected
486	510	1	Undirected
136	140	3	Undirected
47	103	1	Undirected
26	93	6	Undirected
198	206	1	Undirected
30	468	2	Undirected
26	234	2	Undirected
63	374	1	Undirected
447	453	1	Undirected
75	149	2	Undirected
162	587	1	Undirected
325	326	1	Undirected
32	387	1	Undirected
114	168	1	Undirected
59	420	1	Undirected
11	76	1	Undirected
181	228	1	Undirected
204	575	1	Undirected
419	430	1	Undirected
176	224	1	Undirected
70	464	1	Undirected
74	101	1	Undirected
52	531	1	Undirected
49	342	1	Undirected
171	316	1	Undirected
84	450	1	Undirected
26	274	1	Undirected
517	527	1	Undirected
584	593	1	Undirected
49	83	1	Undirected
59	589	1	Undirected
38	166	3	Undirected
143	251	2	Undirected
162	468	1	Undirected
55	403	1	Undirected
518	522	1	Undirected
52	401	1	Undirected
112	388	1	Undirected
98	250	1	Undirected
162	459	1	Undirected
114	139	3	Undirected
456	472	1	Undirected
14	555	1	Undirected
15	19	5	Undirected
18	301	1	Undirected
327	468	1	Undirected
52	102	4	Undirected
28	549	1	Undirected
64	330	2	Undirected
88	326	1	Undirected
12	212	1	Undirected
286	298	1	Undirected
128	340	1	Undirected
32	208	1	Undirected
32	521	1	Undirected
509	510	1	Undirected
284	294	1	Undirected
570	578	1	Undirected
48	472	1	Undirected
79	482	2	Undirected
5	302	1	Undirected
366	372	1	Undirected
24	36	1	Undirected
263	478	1	Undirected
307	328	1	Undirected
101	127	1	Undirected
146	150	1	Undirected
314	319	1	Undirected
141	477	1	Undirected
65	256	1	Undirected
86	465	1	Undirected
62	65	1	Undirected
377	389	1	Undirected
65	288	1	Undirected
314	317	1	Undirected
161	300	1	Undirected
86	132	1	Undirected
145	331	1	Undirected
125	300	4	Undirected
189	195	1	Undirected
65	75	10	Undirected
96	435	1	Undirected
126	204	2	Undirected
294	299	1	Undirected
79	397	1	Undirected
47	257	1	Undirected
112	210	1	Undirected
125	245	1	Undirected
316	532	1	Undirected
63	159	3	Undirected
67	560	1	Undirected
26	258	1	Undirected
30	264	1	Undirected
86	366	1	Undirected
23	564	2	Undirected
19	334	1	Undirected
462	501	1	Undirected
124	460	1	Undirected
18	173	1	Undirected
149	159	2	Undirected
20	309	1	Undirected
129	137	1	Undirected
189	202	1	Undirected
155	166	1	Undirected
240	274	1	Undirected
501	507	1	Undirected
60	330	1	Undirected
1	55	2	Undirected
12	71	1	Undirected
75	336	1	Undirected
30	251	2	Undirected
215	409	1	Undirected
89	235	2	Undirected
32	42	2	Undirected
500	505	1	Undirected
77	187	1	Undirected
83	99	1	Undirected
37	96	4	Undirected
87	442	1	Undirected
14	528	1	Undirected
149	150	1	Undirected
70	576	1	Undirected
170	477	1	Undirected
90	142	2	Undirected
111	485	1	Undirected
74	504	1	Undirected
451	474	1	Undirected
119	361	1	Undirected
45	104	1	Undirected
63	65	6	Undirected
65	180	1	Undirected
102	298	1	Undirected
11	167	2	Undirected
176	220	1	Undirected
166	347	1	Undirected
401	405	1	Undirected
159	252	1	Undirected
70	493	1	Undirected
113	133	3	Undirected
32	475	1	Undirected
487	503	1	Undirected
116	599	1	Undirected
162	287	1	Undirected
125	473	1	Undirected
78	120	1	Undirected
218	460	2	Undirected
439	486	1	Undirected
22	569	1	Undirected
330	337	1	Undirected
214	490	1	Undirected
78	254	1	Undirected
70	79	18	Undirected
33	439	1	Undirected
12	395	1	Undirected
81	178	1	Undirected
333	334	1	Undirected
91	141	1	Undirected
171	272	1	Undirected
121	301	1	Undirected
218	553	1	Undirected
84	289	2	Undirected
350	446	1	Undirected
14	421	1	Undirected
11	117	3	Undirected
77	219	1	Undirected
72	93	3	Undirected
77	483	1	Undirected
14	355	1	Undirected
65	133	3	Undirected
22	514	1	Undirected
230	495	1	Undirected
45	226	1	Undirected
512	523	1	Undirected
91	139	3	Undirected
124	428	1	Undirected
174	215	2	Undirected
111	283	1	Undirected
33	376	1	Undirected
218	259	1	Undirected
159	453	1	Undirected
117	263	4	Undirected
353	363	1	Undirected
19	141	1	Undirected
163	434	1	Undirected
59	410	1	Undirected
73	316	4	Undirected
112	215	1	Undirected
89	592	1	Undirected
471	474	1	Undirected
11	71	1	Undirected
119	459	1	Undirected
32	230	4	Undirected
16	27	1	Undirected
59	276	1	Undirected
136	139	2	Undirected
98	194	1	Undirected
436	462	1	Undirected
12	27	1	Undirected
128	264	1	Undirected
455	471	1	Undirected
61	80	1	Undirected
81	289	2	Undirected
519	523	1	Undirected
159	455	1	Undirected
51	72	1	Undirected
32	47	18	Undirected
394	406	1	Undirected
73	568	1	Undirected
157	523	1	Undirected
38	108	7	Undirected
162	294	1	Undirected
77	504	1	Undirected
86	342	1	Undirected
12	371	1	Undirected
58	84	1	Undirected
185	201	1	Undirected
75	267	1	Undirected
240	257	1	Undirected
270	321	1	Undirected
438	439	2	Undirected
234	237	1	Undirected
284	298	1	Undirected
68	155	1	Undirected
46	300	4	Undirected
59	135	4	Undirected
157	419	1	Undirected
151	448	1	Undirected
127	363	1	Undirected
191	207	1	Undirected
274	283	1	Undirected
46	262	4	Undirected
75	198	1	Undirected
34	258	1	Undirected
179	460	1	Undirected
38	443	2	Undirected
1	439	2	Undirected
151	505	1	Undirected
97	506	1	Undirected
91	204	1	Undirected
204	231	1	Undirected
30	275	1	Undirected
175	216	1	Undirected
214	563	1	Undirected
90	447	1	Undirected
36	214	6	Undirected
218	543	1	Undirected
234	363	1	Undirected
125	284	1	Undirected
397	407	1	Undirected
91	568	1	Undirected
217	228	1	Undirected
64	73	8	Undirected
199	211	1	Undirected
493	503	1	Undirected
327	463	1	Undirected
454	485	1	Undirected
124	448	1	Undirected
271	289	1	Undirected
86	259	1	Undirected
204	362	1	Undirected
140	400	1	Undirected
63	67	3	Undirected
181	353	1	Undirected
88	145	4	Undirected
454	481	1	Undirected
113	395	1	Undirected
44	50	1	Undirected
68	276	1	Undirected
102	283	2	Undirected
115	166	3	Undirected
28	437	1	Undirected
88	443	2	Undirected
125	128	3	Undirected
92	229	1	Undirected
55	387	1	Undirected
79	169	1	Undirected
237	531	1	Undirected
81	139	3	Undirected
127	378	1	Undirected
79	423	1	Undirected
1	74	4	Undirected
84	127	6	Undirected
125	346	1	Undirected
12	181	4	Undirected
455	550	1	Undirected
59	109	1	Undirected
117	249	1	Undirected
140	492	1	Undirected
79	570	1	Undirected
379	391	1	Undirected
121	293	1	Undirected
122	258	1	Undirected
92	301	1	Undirected
166	433	1	Undirected
562	565	1	Undirected
163	260	2	Undirected
68	402	1	Undirected
12	59	19	Undirected
49	454	1	Undirected
28	232	1	Undirected
159	405	1	Undirected
503	507	1	Undirected
60	485	1	Undirected
111	273	1	Undirected
240	519	1	Undirected
185	218	1	Undirected
184	204	1	Undirected
133	551	1	Undirected
6	64	1	Undirected
554	558	1	Undirected
115	140	6	Undirected
58	60	1	Undirected
345	358	1	Undirected
92	525	1	Undirected
111	253	1	Undirected
82	153	2	Undirected
70	374	1	Undirected
65	185	1	Undirected
78	116	1	Undirected
39	52	1	Undirected
92	181	4	Undirected
14	185	1	Undirected
197	225	1	Undirected
19	159	7	Undirected
45	455	2	Undirected
361	365	1	Undirected
34	88	4	Undirected
247	441	1	Undirected
233	255	1	Undirected
122	170	2	Undirected
171	230	2	Undirected
3	21	1	Undirected
133	366	1	Undirected
125	447	1	Undirected
77	528	1	Undirected
65	520	1	Undirected
462	464	1	Undirected
49	353	1	Undirected
126	353	1	Undirected
12	284	2	Undirected
70	497	1	Undirected
46	274	1	Undirected
36	487	1	Undirected
63	383	1	Undirected
48	196	1	Undirected
16	64	1	Undirected
23	469	1	Undirected
82	469	1	Undirected
108	150	2	Undirected
75	437	1	Undirected
79	167	6	Undirected
444	452	1	Undirected
383	387	1	Undirected
77	275	1	Undirected
82	152	1	Undirected
436	493	1	Undirected
49	145	5	Undirected
563	564	1	Undirected
122	574	1	Undirected
124	483	1	Undirected
108	259	1	Undirected
394	402	1	Undirected
73	562	1	Undirected
106	112	2	Undirected
47	224	1	Undirected
260	480	1	Undirected
73	500	1	Undirected
446	472	1	Undirected
10	30	1	Undirected
141	462	1	Undirected
14	304	2	Undirected
86	563	1	Undirected
149	466	1	Undirected
129	349	1	Undirected
96	324	1	Undirected
86	105	1	Undirected
89	329	1	Undirected
129	421	1	Undirected
64	152	1	Undirected
49	458	1	Undirected
94	123	2	Undirected
374	382	1	Undirected
92	493	1	Undirected
458	481	1	Undirected
487	490	1	Undirected
92	249	1	Undirected
443	475	1	Undirected
218	554	1	Undirected
81	209	2	Undirected
14	104	1	Undirected
477	480	1	Undirected
32	289	2	Undirected
22	66	1	Undirected
57	69	1	Undirected
179	217	1	Undirected
171	436	2	Undirected
81	296	1	Undirected
34	216	1	Undirected
236	267	1	Undirected
159	167	3	Undirected
57	62	1	Undirected
123	258	1	Undirected
100	483	1	Undirected
81	423	1	Undirected
495	530	1	Undirected
403	406	1	Undirected
59	126	9	Undirected
73	126	9	Undirected
303	309	1	Undirected
59	501	1	Undirected
286	290	1	Undirected
100	141	1	Undirected
65	81	10	Undirected
262	281	1	Undirected
73	381	1	Undirected
325	328	1	Undirected
74	497	1	Undirected
78	337	1	Undirected
61	67	1	Undirected
106	349	1	Undirected
121	414	1	Undirected
74	483	1	Undirected
90	446	1	Undirected
84	325	1	Undirected
167	415	1	Undirected
68	371	1	Undirected
159	410	1	Undirected
140	356	1	Undirected
34	378	1	Undirected
19	347	1	Undirected
183	274	1	Undirected
443	470	1	Undirected
14	369	1	Undirected
349	356	1	Undirected
65	507	1	Undirected
371	388	1	Undirected
344	350	1	Undirected
57	216	1	Undirected
79	384	2	Undirected
19	492	1	Undirected
60	90	1	Undirected
275	289	1	Undirected
115	462	1	Undirected
5	479	1	Undirected
251	381	1	Undirected
54	73	1	Undirected
49	498	1	Undirected
77	558	1	Undirected
32	366	2	Undirected
46	434	1	Undirected
75	130	1	Undirected
89	103	1	Undirected
166	191	1	Undirected
144	272	1	Undirected
47	192	1	Undirected
222	452	1	Undirected
159	419	1	Undirected
133	254	1	Undirected
33	106	2	Undirected
48	286	1	Undirected
108	592	1	Undirected
113	568	1	Undirected
79	497	1	Undirected
356	370	1	Undirected
49	153	2	Undirected
500	506	1	Undirected
92	389	1	Undirected
96	236	1	Undirected
214	575	1	Undirected
92	111	5	Undirected
183	197	1	Undirected
260	290	1	Undirected
45	328	1	Undirected
16	23	1	Undirected
19	36	12	Undirected
260	449	1	Undirected
13	69	1	Undirected
270	510	1	Undirected
32	509	1	Undirected
141	155	1	Undirected
450	459	1	Undirected
67	387	1	Undirected
123	446	1	Undirected
55	119	4	Undirected
178	215	1	Undirected
101	110	1	Undirected
45	190	1	Undirected
19	309	1	Undirected
45	193	1	Undirected
50	51	1	Undirected
416	428	1	Undirected
113	143	3	Undirected
167	311	1	Undirected
15	86	3	Undirected
78	82	2	Undirected
66	364	1	Undirected
270	461	1	Undirected
45	72	4	Undirected
491	495	1	Undirected
129	155	1	Undirected
139	171	4	Undirected
70	472	1	Undirected
68	381	3	Undirected
75	359	1	Undirected
140	423	1	Undirected
29	38	1	Undirected
140	489	1	Undirected
189	229	1	Undirected
49	367	1	Undirected
5	448	1	Undirected
92	110	1	Undirected
113	172	1	Undirected
38	367	1	Undirected
304	321	1	Undirected
59	203	1	Undirected
95	355	1	Undirected
112	174	1	Undirected
162	508	1	Undirected
182	507	1	Undirected
28	488	1	Undirected
81	124	9	Undirected
4	7	1	Undirected
251	259	1	Undirected
102	164	1	Undirected
82	147	1	Undirected
86	459	1	Undirected
262	336	1	Undirected
49	406	1	Undirected
62	78	1	Undirected
59	298	1	Undirected
126	278	1	Undirected
171	521	1	Undirected
350	465	1	Undirected
77	133	3	Undirected
79	185	1	Undirected
304	325	1	Undirected
96	367	1	Undirected
65	314	1	Undirected
260	265	1	Undirected
98	193	1	Undirected
487	496	1	Undirected
26	66	2	Undirected
117	424	1	Undirected
126	537	1	Undirected
56	476	1	Undirected
84	568	1	Undirected
486	494	2	Undirected
167	463	1	Undirected
517	550	1	Undirected
14	468	2	Undirected
1	145	2	Undirected
262	481	1	Undirected
30	282	1	Undirected
